Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM01,OUT049,1230.3
FDF24,OUT013,1146.5
FDW23,OUT017,796.96
FDY52,OUT018,1534
DRH37,OUT027,2960.1
DRO47,OUT027,3355.6
FDR25,OUT049,5580.7
FDQ24,OUT027,8138.7
DRJ51,OUT018,5725.8
NCU06,OUT035,4364.3
NCV18,OUT018,1025.3
NCC06,OUT027,1006.6
FDZ01,OUT018,295.61
FDT14,OUT017,3475.4
FDD11,OUT019,510
FDN09,OUT017,6579.4
NCO18,OUT010,716.4
FDZ50,OUT045,3101.2
FDS44,OUT013,5061.4
FDI36,OUT045,2768.3
FDA26,OUT010,215.71
NCY53,OUT049,1717.7
FDF32,OUT049,3559.3
FDF59,OUT010,397.48
FDB20,OUT046,3012
DRH11,OUT035,2073.9
FDT03,OUT049,367.52
NCH06,OUT035,4242.4
FDR55,OUT049,3403.5
FDI10,OUT035,3448.8
FDZ12,OUT045,1139.8
FDM12,OUT049,2796.3
DRB25,OUT045,2143.8
NCS41,OUT013,5163.9
NCT53,OUT049,2302.3
NCD55,OUT013,293.61
FDY08,OUT049,2552.6
NCP55,OUT049,3002.7
FDA33,OUT013,3399.5
FDQ33,OUT013,2406.8
FDE45,OUT027,3056
FDT26,OUT013,2665.8
NCV53,OUT049,7190.6
FDK60,OUT027,3466.1
NCJ29,OUT046,1555.9
FDI15,OUT045,8479.6
FDX21,OUT013,1901.5
FDV49,OUT019,510
DRO59,OUT046,467.39
FDZ14,OUT045,605.87
FDP32,OUT027,5404.9
FDC33,OUT017,5536.7
FDT14,OUT010,120.5
NCN54,OUT027,1901.5
FDR57,OUT027,3281
DRK12,OUT046,898.83
FDX52,OUT049,2277
FDX08,OUT010,360.86
FDP10,OUT010,277.63
NCP50,OUT045,402.8
NCL06,OUT013,2878.2
FDP25,OUT013,1747
FDE53,OUT013,319.58
FDL27,OUT017,2518.7
FDC35,OUT049,1496
DRJ47,OUT010,882.18
FDD16,OUT018,2512.7
NCN42,OUT049,3384.2
FDC38,OUT027,4916.9
NCO07,OUT045,4687.2
FDQ20,OUT049,1543.3
FDI32,OUT046,1727.7
FDN20,OUT010,171.11
DRJ51,OUT027,10993
FDU08,OUT045,1255
DRN37,OUT019,336.89
FDD05,OUT010,567.26
FDW15,OUT046,3795
FDI52,OUT046,1120.5
DRM11,OUT049,524.65
NCO06,OUT045,441.42
FDU38,OUT049,6050.7
FDU59,OUT018,501.34
FDJ10,OUT046,1264.3
FDM13,OUT049,1957.4
NCJ30,OUT019,170.44
FDM45,OUT018,2059.9
FDP36,OUT045,2290.3
NCD30,OUT010,386.16
FDN48,OUT017,1491.3
FDY32,OUT049,1765
FDU47,OUT046,427.44
FDF17,OUT019,395.48
FDP34,OUT017,3978.1
FDA47,OUT049,4586
DRD27,OUT027,3868.9
FDW38,OUT045,1348.2
FDZ15,OUT019,345.55
FDZ03,OUT027,4013.4
NCN19,OUT049,2647.2
FDG02,OUT035,3415.5
FDS31,OUT035,2028.6
FDW43,OUT019,459.4
FDZ47,OUT010,190.41
FDO57,OUT017,1444.1
NCL07,OUT013,759.01
NCV42,OUT013,3185.8
FDP40,OUT017,2732.4
FDP48,OUT019,1304.9
FDH21,OUT017,2852.2
NCP02,OUT049,2192.4
FDK24,OUT049,615.19
FDC41,OUT045,1614.5
FDF08,OUT017,1494
FDO49,OUT017,1518
FDS56,OUT027,9371.8
FDX46,OUT018,2192.4
FDQ07,OUT013,4969.5
FDC32,OUT010,171.77
FDT21,OUT019,498.01
FDG58,OUT045,1821.6
FDW14,OUT049,1006.6
DRA12,OUT027,4093.3
FDV27,OUT013,808.94
DRD25,OUT013,2942.8
DRF48,OUT027,1263
FDX24,OUT017,2174.5
DRJ51,OUT046,3243.7
FDE45,OUT045,2165.1
FDE14,OUT046,2596.6
FDG53,OUT045,1957.4
FDT08,OUT046,4082.6
DRC27,OUT027,8138.7
FDG20,OUT035,1416.8
FDC21,OUT046,1757.7
FDV31,OUT018,529.31
FDB58,OUT045,3829
FDV23,OUT046,1867.5
FDA25,OUT019,202.4
FDC15,OUT046,2852.2
FDU47,OUT049,1442.7
FDE23,OUT013,631.84
FDS08,OUT013,2942.8
FDW03,OUT027,2876.2
FDJ60,OUT018,2641.8
FDM34,OUT017,1761.7
FDW33,OUT013,2876.2
FDZ40,OUT013,1024.6
FDE33,OUT018,322.24
NCC06,OUT010,253
FDU11,OUT046,3219.8
FDL44,OUT017,3073.9
NCZ29,OUT017,1752.3
FDG28,OUT010,691.1
FDL12,OUT018,1078.5
FDD52,OUT017,1977.4
FDO15,OUT013,2512.7
NCN29,OUT027,1677.8
FDW36,OUT013,2876.2
FDB21,OUT046,1691.7
FDZ28,OUT013,1038.6
FDY10,OUT035,2519.3
DRG39,OUT017,1992.7
FDN28,OUT013,515.99
FDV15,OUT035,2419.5
DRI13,OUT035,3038.7
FDH20,OUT046,1808.9
FDY51,OUT013,4848.3
FDE16,OUT013,3799
FDX40,OUT018,1480
FDC48,OUT018,322.24
FDS14,OUT046,1895.5
FDX56,OUT017,4789.7
FDI10,OUT046,3103.9
FDI14,OUT013,2552.6
DRM48,OUT013,559.27
NCH07,OUT027,4278.4
FDY26,OUT013,7833.8
FDD02,OUT027,2844.2
FDM12,OUT046,2796.3
DRF01,OUT010,449.41
FDV36,OUT046,3962.8
DRI59,OUT013,3001.4
FDV03,OUT018,2247
FDO39,OUT017,4013.4
NCB07,OUT018,3142.5
FDH38,OUT027,1980.7
FDZ13,OUT035,2109.2
NCZ30,OUT046,2463.4
NCA06,OUT035,585.9
FDB04,OUT049,1619.2
FDN50,OUT013,932.12
NCG06,OUT049,4637.9
NCY17,OUT018,1120.5
FDC23,OUT046,3803
FDK33,OUT049,2556.6
FDR03,OUT049,2277.7
FDZ07,OUT045,2266.3
FDO38,OUT013,1791.6
FDS59,OUT046,2746.4
DRM11,OUT019,774.99
FDX52,OUT027,3163.8
DRJ35,OUT018,2192.4
NCP53,OUT046,4278.4
FDW15,OUT019,155.13
DRI47,OUT045,4811.7
DRZ11,OUT035,605.87
FDS02,OUT013,2458.1
DRD49,OUT018,4767.1
FDW38,OUT049,2290.3
FDR21,OUT019,179.76
FDE40,OUT013,1597.9
FDI02,OUT045,2546.6
FDQ04,OUT045,1024.6
FDY14,OUT017,6608
NCT54,OUT046,868.86
DRD25,OUT017,1697.7
DRE01,OUT045,1687.1
FDJ12,OUT010,422.11
NCZ05,OUT049,509.33
DRB25,OUT019,214.38
NCC31,OUT045,4016.1
FDM16,OUT045,2512.7
DRG11,OUT049,2876.2
FDV24,OUT027,3842.9
FDV43,OUT046,1293.6
FDG05,OUT018,2659.8
FDV23,OUT010,123.17
FDI58,OUT018,2313.6
FDQ11,OUT017,5396.9
FDC05,OUT027,5734.5
FDF40,OUT013,4731.1
FDU02,OUT018,4339
FDT32,OUT013,2656.5
NCF06,OUT017,5757.8
FDT46,OUT013,717.73
FDR58,OUT010,399.48
FDY04,OUT046,4623.3
FDT58,OUT045,2886.2
FDE46,OUT049,1813.6
DRH11,OUT017,2597.2
DRI51,OUT046,1867.5
FDC35,OUT017,3520
FDP45,OUT035,1258.3
FDC45,OUT017,3182.5
FDU01,OUT045,5386.9
FDJ53,OUT010,131.16
FDJ46,OUT017,4483.4
FDX07,OUT013,2766.3
NCI30,OUT049,4731.1
FDE47,OUT027,4629.9
FDV48,OUT045,1414.1
FDN16,OUT019,101.2
FDM52,OUT013,1773.6
FDA32,OUT027,4976.8
FDH05,OUT017,2330.3
FDW25,OUT010,399.48
FDQ09,OUT046,3340.3
NCM17,OUT010,47.271
DRM59,OUT046,1691.7
FDV47,OUT027,3494.1
DRE15,OUT035,1290.3
FDS25,OUT010,111.18
NCZ05,OUT018,1686.4
NCV05,OUT019,585.9
DRM37,OUT046,2836.3
FDV58,OUT027,5303
FDN22,OUT027,6474.2
NCO06,OUT049,441.42
FDT56,OUT019,299.61
FDM02,OUT013,1230.3
FDA09,OUT046,3415.5
NCC06,OUT035,3962.8
NCL54,OUT049,5888.3
NCB55,OUT017,1677.8
FDB12,OUT017,1973.4
NCA54,OUT049,2479.4
NCS38,OUT049,458.07
FDC02,OUT049,3644.5
FDK44,OUT019,172.44
FDE16,OUT035,5797.7
NCS05,OUT035,2885.5
FDZ59,OUT045,3828.3
FDI20,OUT017,5909.6
FDQ14,OUT046,1662.5
FDF53,OUT017,3067.3
FDW25,OUT017,852.22
NCQ43,OUT010,218.38
FDX52,OUT013,3861.6
FDE28,OUT045,2864.9
FDN15,OUT017,419.45
FDO28,OUT017,1807.6
FDQ33,OUT045,4363.6
FDM22,OUT010,53.263
FDJ03,OUT017,826.25
FDI16,OUT045,1145.1
FDI09,OUT027,7170.6
FDX55,OUT013,6096
FDS23,OUT027,4916.9
DRC12,OUT045,2886.2
FDH41,OUT049,3094.6
FDN01,OUT013,2942.8
FDV55,OUT045,4811.7
NCJ19,OUT013,607.87
NCY29,OUT010,113.18
FDP03,OUT018,371.51
FDZ52,OUT045,1901.5
FDH31,OUT010,203.73
FDQ19,OUT018,5331.7
FDS15,OUT035,2912.2
FDN32,OUT017,1629.8
FDH32,OUT049,1508
FDF33,OUT017,3020
FDJ22,OUT046,6687.9
FDG56,OUT010,227.7
FDC05,OUT046,5159.2
FDK09,OUT013,4339
NCV29,OUT045,3022
NCC43,OUT019,916.14
NCA42,OUT049,1241
FDC10,OUT046,2396.8
FDC16,OUT013,1384.8
NCL17,OUT013,2247.7
FDA51,OUT035,1958.1
FDW01,OUT017,1805.6
NCF30,OUT045,508.67
FDN49,OUT013,905.48
FDY20,OUT045,2247
FDC15,OUT045,1090.5
FDY24,OUT046,1078.5
NCG43,OUT017,1686.4
FDA48,OUT013,3547.3
NCF55,OUT017,767
FDL38,OUT049,1338.2
NCQ29,OUT018,1506
FDC34,OUT017,3894.9
FDP36,OUT027,717.73
FDN50,OUT010,193.08
FDO23,OUT049,1166.4
FDT56,OUT013,2143.2
FDT13,OUT027,6029.4
FDZ03,OUT013,1118.5
FDQ03,OUT010,723.05
FDU44,OUT045,2897.5
FDD03,OUT049,699.09
NCH30,OUT013,452.74
FDS60,OUT010,180.43
FDG08,OUT046,3779
FDX38,OUT017,1576.6
FDD22,OUT017,3243.7
FDW51,OUT013,1496
FDL09,OUT017,1174.4
FDZ60,OUT045,1965.4
NCH07,OUT046,3803
NCQ41,OUT049,5350.3
FDW04,OUT049,1311.6
FDI08,OUT027,2145.2
FDR19,OUT019,288.95
FDV13,OUT046,703.08
FDB52,OUT017,2045.3
FDZ48,OUT027,4250.4
NCO14,OUT049,1543.3
FDZ50,OUT013,9069.5
FDN27,OUT019,675.12
FDQ60,OUT013,2892.2
FDR49,OUT017,2492.7
DRJ35,OUT027,2192.4
DRI49,OUT017,1137.1
FDB47,OUT017,2508.7
FDP37,OUT010,280.96
FDR26,OUT049,1593.9
FDY31,OUT019,291.62
FDC11,OUT045,1318.2
DRP47,OUT035,6474.2
NCY54,OUT018,2586.6
FDR27,OUT046,2119.9
FDQ21,OUT019,253
NCQ29,OUT035,755.01
FDJ02,OUT046,1895.5
FDE21,OUT018,1737.7
FDM39,OUT046,2117.2
FDZ01,OUT017,1986
NCB19,OUT018,1929.4
FDU03,OUT046,4544
FDP27,OUT049,3861.6
DRF01,OUT045,3900.9
FDM03,OUT049,2143.8
FDV01,OUT046,3878.2
FDS16,OUT046,3661.9
FDO45,OUT035,1831.6
NCX06,OUT035,2736.4
FDP13,OUT046,585.9
NCR38,OUT018,3444.8
FDA01,OUT013,1125.8
FDT26,OUT017,2239
FDD44,OUT027,7433.6
FDB26,OUT013,1544.6
FDP45,OUT019,255
NCP55,OUT046,607.87
FDT23,OUT017,2157.1
FDO51,OUT045,1107.8
FDA44,OUT046,1754.3
NCJ31,OUT018,5061.4
FDX37,OUT045,1069.2
NCD18,OUT049,1842.9
FDN40,OUT027,2972.7
FDL33,OUT017,2936.1
DRF48,OUT035,1496.7
FDW08,OUT035,1384.8
FDX39,OUT018,3165.8
FDB38,OUT049,3073.9
FDY46,OUT018,2492.7
NCB06,OUT049,2247
FDA34,OUT035,1235
FDA35,OUT045,2665.8
FDQ07,OUT035,663.13
FDU32,OUT045,602.54
FDU26,OUT013,2665.8
FDU13,OUT010,886.84
FDO09,OUT035,3418.8
FDW03,OUT019,203.73
FDB38,OUT013,3994.8
FDL26,OUT010,312.92
NCN43,OUT045,1231.7
FDH08,OUT045,1842.9
NCC31,OUT019,593.89
FDH14,OUT035,1411.4
FDL40,OUT017,1686.4
FDD20,OUT035,2936.1
NCV53,OUT035,5512.8
FDD16,OUT045,2512.7
FDP24,OUT035,2665.8
FDQ25,OUT045,2241.7
FDM38,OUT035,2290.3
NCT18,OUT010,529.31
FDM34,OUT049,1967.4
DRH37,OUT010,822.26
NCE07,OUT013,1717.7
FDG12,OUT013,3199.8
FDB59,OUT010,436.76
FDS10,OUT018,2328.3
FDN21,OUT010,324.91
FDM02,OUT045,1230.3
FDO44,OUT049,1006.6
NCN17,OUT017,1105.8
FDH16,OUT018,2371.5
FDL44,OUT046,3073.9
FDY47,OUT017,1311.6
DRI39,OUT046,3112.6
NCX54,OUT018,1547.3
FDE59,OUT046,769.66
FDO46,OUT045,3542
DRE13,OUT046,1221
FDW14,OUT013,1230.3
FDF35,OUT046,1376.2
FDO50,OUT019,643.16
DRF49,OUT017,569.25
FDT60,OUT049,2530
FDP38,OUT045,826.25
FDA31,OUT027,3649.2
FDY52,OUT010,122.5
FDD03,OUT027,8028.8
FDN52,OUT018,1278.3
FDU20,OUT010,351.54
FDD22,OUT035,1901.5
NCB55,OUT019,95.875
FDN27,OUT045,1523.3
FDD16,OUT013,1531.3
FDW48,OUT046,1288.9
DRN35,OUT045,796.96
FDX25,OUT049,6157.3
DRD49,OUT049,3813.7
FDE21,OUT019,111.18
FDN44,OUT035,1917.5
DRC01,OUT049,2187.1
NCK30,OUT046,2283
FDU39,OUT013,1054.6
FDB49,OUT013,492.69
FDS12,OUT045,3560.6
FDR57,OUT018,2828.3
FDX22,OUT027,8958.3
FDC60,OUT013,2079.9
NCE42,OUT049,1842.9
NCK42,OUT049,3653.9
DRE01,OUT017,1691.7
FDE57,OUT018,1139.8
DRK59,OUT019,788.97
FDB10,OUT027,3271.7
FDQ25,OUT046,1235
FDY26,OUT017,7833.8
FDG28,OUT049,3920.2
FDM14,OUT049,970.73
NCH29,OUT049,1488
FDD48,OUT049,2748.4
FDC17,OUT045,2735.1
DRH49,OUT027,1530.6
FDN44,OUT018,5390.3
FDC29,OUT045,2290.3
DRK01,OUT019,95.875
FDD48,OUT017,2748.4
FDB59,OUT013,396.81
FDY45,OUT010,482.03
FDX60,OUT035,1837.6
FDT09,OUT010,131.82
DRB24,OUT018,4170.5
FDL13,OUT035,5097.3
FDN16,OUT035,2270.3
FDK57,OUT013,2059.9
FDO22,OUT027,2139.2
FDC57,OUT010,392.82
FDZ13,OUT027,2290.3
FDW27,OUT013,3691.1
FDX10,OUT049,986.71
FDY08,OUT018,1685.8
FDA49,OUT017,697.75
FDC32,OUT018,2741.7
FDO04,OUT035,1534
NCZ54,OUT013,1278.3
FDY40,OUT045,631.84
FDW36,OUT045,2876.2
FDE11,OUT017,4725.8
DRE37,OUT045,4649.9
NCK19,OUT017,4649.9
FDT19,OUT035,6231.8
FDE56,OUT045,2291
FDZ57,OUT010,121.84
FDB35,OUT035,1929.4
FDF09,OUT010,83.89
FDO34,OUT046,4119.9
FDA55,OUT046,5369
NCM18,OUT035,2043.3
FDJ20,OUT019,433.43
DRQ35,OUT019,250.34
FDG02,OUT013,3271
NCU29,OUT018,3149.2
FDL27,OUT027,1278.3
NCA54,OUT035,2479.4
FDJ32,OUT035,1592.5
FDB21,OUT019,484.7
FDR46,OUT035,1717.7
FDZ32,OUT046,946.76
DRF36,OUT017,3605.3
NCU54,OUT017,1486.7
NCI31,OUT017,842.23
DRA59,OUT035,2940.1
NCC55,OUT045,1042.6
FDE44,OUT018,2492.7
NCN26,OUT018,2109.2
FDC11,OUT049,878.85
FDV24,OUT035,1166.4
FDR40,OUT019,74.569
NCQ17,OUT049,2406.8
FDC46,OUT045,3338.9
NCM18,OUT046,2105.2
FDK16,OUT046,868.86
FDI28,OUT017,610.53
FDS11,OUT018,3131.9
DRD13,OUT046,3068
FDL36,OUT035,1348.2
FDI27,OUT013,1516
FDJ53,OUT019,239.68
FDS44,OUT045,5451.5
FDE28,OUT046,3558
FDQ33,OUT018,4363.6
FDB37,OUT017,3364.9
FDQ31,OUT045,1494
NCQ05,OUT046,1544.6
FDE10,OUT013,3523.4
FDF38,OUT017,1296.3
FDE50,OUT019,945.43
DRG37,OUT010,311.59
NCH06,OUT049,3202.4
FDY14,OUT045,6608
FDO27,OUT017,1237.7
FDQ19,OUT049,6972.2
FDZ26,OUT019,761
FDN51,OUT013,4757.8
FDK20,OUT035,253
FDD40,OUT018,1154.4
DRI25,OUT018,2679.8
FDH56,OUT017,2780.3
FDI36,OUT027,5912.3
DRH11,OUT018,973.39
NCV18,OUT017,1025.3
DRI01,OUT049,2586.6
DRE48,OUT049,5773.1
FDS51,OUT035,1661.8
FDM38,OUT017,2290.3
FDB60,OUT027,6306.4
FDY58,OUT035,6201.9
FDY22,OUT045,575.25
FDF11,OUT027,4302.3
FDZ51,OUT035,1091.2
FDQ45,OUT017,2940.1
FDF17,OUT035,3861.6
NCF31,OUT027,5031.4
FDA37,OUT013,2956.1
FDO51,OUT046,986.71
FDF34,OUT013,3372.9
FDD57,OUT018,2220.4
FDO37,OUT046,6201.9
FDR49,OUT049,2492.7
FDS39,OUT049,2410.8
FDI48,OUT027,1298.3
DRM35,OUT049,3896.2
FDV57,OUT035,3428.2
FDZ55,OUT013,1604.5
FDI28,OUT035,1267.6
FDS21,OUT045,2192.4
FDT34,OUT013,1367.5
DRI25,OUT035,3002.7
FDT47,OUT010,94.543
DRH39,OUT045,1290.3
NCD54,OUT045,1603.9
FDU16,OUT027,241.68
NCW29,OUT045,778.98
FDV25,OUT027,4199.8
FDM56,OUT035,1757.7
FDZ04,OUT027,2518.7
FDG59,OUT019,37.95
FDI56,OUT045,1459.4
FDS33,OUT035,974.06
FDC23,OUT049,3803
FDT11,OUT049,3942.8
FDG17,OUT045,3327.6
FDZ44,OUT045,1506
FDJ52,OUT013,2246.4
DRI23,OUT046,320.91
DRE15,OUT010,159.79
NCF07,OUT013,1105.8
NCR29,OUT049,2546.6
FDE44,OUT019,49.269
FDT23,OUT035,2336.9
NCG06,OUT017,4133.2
NCU41,OUT010,191.08
FDH46,OUT017,2255.7
FDV31,OUT013,2942.8
NCT41,OUT027,2106.5
FDE22,OUT027,3048.6
FDC26,OUT045,1901.5
DRF51,OUT017,934.78
NCY53,OUT019,339.55
FDY21,OUT017,3142.5
FDL27,OUT013,2518.7
FDZ34,OUT049,3861.6
NCF43,OUT010,874.86
FDC21,OUT035,1757.7
FDL26,OUT013,2320.9
FDT25,OUT010,116.51
NCR30,OUT046,1171.8
DRL23,OUT019,210.39
NCR05,OUT049,3142.5
NCE19,OUT018,1713.1
FDY07,OUT035,1362.2
FDB10,OUT017,5451.5
FDP57,OUT013,952.75
FDU48,OUT019,143.81
FDH48,OUT035,1731
FDO33,OUT035,2490
NCU29,OUT045,2916.2
FDW35,OUT046,484.7
FDH05,OUT010,723.05
FDP26,OUT049,509.33
DRG27,OUT035,809.61
FDQ33,OUT046,4514.1
FDH20,OUT010,95.209
FDV14,OUT046,1054.6
DRD01,OUT046,3002.7
NCI17,OUT049,1342.2
FDF39,OUT010,467.39
FDX37,OUT046,1597.9
NCX17,OUT035,897.49
FDN03,OUT013,5757.8
NCS41,OUT010,364.85
FDH34,OUT045,5386.9
NCX53,OUT018,3545.3
FDY31,OUT046,2354.2
FDD20,OUT017,2936.1
FDE51,OUT045,1304.9
FDV27,OUT046,1183.7
FDF16,OUT035,2808.3
FDZ02,OUT049,1134.5
NCK05,OUT045,918.8
FDM12,OUT027,1917.5
NCA05,OUT018,890.84
FDX33,OUT045,1283.6
FDM25,OUT049,3881.6
FDE41,OUT018,1278.3
FDW14,OUT045,1230.3
NCD30,OUT046,856.88
FDB23,OUT010,264.98
FDF45,OUT046,1733.7
FDW20,OUT017,2956.1
FDF47,OUT045,3365.6
NCR05,OUT019,395.48
DRB01,OUT046,1957.4
FDE36,OUT013,5077.3
FDU56,OUT049,2554
FDB23,OUT049,3916.2
FDN48,OUT049,1929.4
FDS43,OUT013,3781.7
NCN05,OUT013,2929.5
NCL53,OUT049,533.3
FDL56,OUT046,1657.1
FDH17,OUT018,1448.1
FDP37,OUT046,2184.4
FDG09,OUT019,579.24
FDA55,OUT045,5369
FDX31,OUT049,4086
FDJ41,OUT045,5259.8
DRC24,OUT045,1090.5
FDQ21,OUT035,2956.1
NCT54,OUT045,1783.6
FDH08,OUT049,1386.1
FDY38,OUT018,2980.1
DRM11,OUT010,774.99
FDG32,OUT049,4225.1
NCH18,OUT046,2456.8
FDI20,OUT035,3165.8
FDA33,OUT018,1571.2
FDN45,OUT013,4288.4
FDT45,OUT010,191.75
FDR32,OUT035,663.13
FDA48,OUT017,6410.3
FDN23,OUT017,3323
NCR18,OUT035,767
FDD45,OUT046,1512.6
FDI22,OUT018,5452.9
FDT09,OUT013,2936.1
DRC24,OUT027,3281
FDT39,OUT046,1964.7
FDX28,OUT045,1488
FDA50,OUT018,1263.6
FDT33,OUT027,4913.6
FDQ60,OUT049,2892.2
NCM19,OUT018,1071.9
FDF40,OUT046,3579.3
NCI30,OUT035,3193.8
FDK34,OUT049,2860.2
FDA38,OUT027,7136.7
FDT02,OUT045,293.61
FDC11,OUT017,1318.2
FDD08,OUT046,417.45
NCS29,OUT046,9779.9
DRI03,OUT010,1090.5
FDK48,OUT035,1290.3
FDM52,OUT049,2808.3
FDP49,OUT035,1114.5
DRA24,OUT046,2888.2
NCJ43,OUT049,5690.5
FDE11,OUT045,3101.2
FDP01,OUT049,3506.7
FDQ59,OUT018,1006.6
FDA43,OUT019,575.25
FDL14,OUT017,1713.7
FDV50,OUT010,126.5
FDT01,OUT027,9562.2
NCC42,OUT035,1411.4
FDO28,OUT046,3115.9
FDD32,OUT019,229.7
FDV45,OUT035,2816.3
NCW17,OUT019,243.68
NCJ17,OUT027,1569.9
NCF18,OUT049,2721.7
FDP01,OUT045,2732.4
FDH24,OUT045,1571.2
FDI38,OUT027,5609.3
FDX03,OUT035,769.66
FDY28,OUT046,1935.4
FDN34,OUT018,1867.5
FDJ02,OUT045,1177.1
FDW40,OUT019,142.48
FDX03,OUT017,769.66
FDE17,OUT027,6196.6
FDT58,OUT046,2886.2
FDI38,OUT013,2277.7
FDW22,OUT035,5764.4
FDS15,OUT027,2940.1
NCX06,OUT013,4042.7
DRK47,OUT035,4567.3
FDC23,OUT027,5976.2
FDM56,OUT010,218.38
FDP21,OUT046,1904.1
FDP58,OUT046,4848.3
FDA27,OUT019,255
FDK41,OUT019,519.32
NCH42,OUT046,2067.3
FDG29,OUT045,419.45
FDW15,OUT018,3795
FDD28,OUT018,1640.5
FDQ37,OUT049,4843.6
FDC23,OUT035,3803
FDV13,OUT035,703.08
FDK33,OUT046,4474.1
FDO33,OUT013,1779
FDN21,OUT017,2900.2
NCW06,OUT027,5944.2
FDI38,OUT035,5797.7
FDC21,OUT027,2220.4
NCS05,OUT046,2885.5
NCN53,OUT049,1125.2
FDV40,OUT010,74.569
FDG60,OUT017,2577.9
NCY30,OUT027,5070.7
FDM40,OUT045,850.89
NCO30,OUT046,3440.8
FDK10,OUT046,1977.4
FDM36,OUT045,3448.8
FDN10,OUT013,2239
FDM46,OUT018,1677.8
FDX50,OUT049,663.13
FDP33,OUT045,2045.3
FDO12,OUT045,3142.5
FDC28,OUT013,1901.5
FDO31,OUT045,1789.6
FDX45,OUT035,4094.6
FDV21,OUT049,2530
FDH04,OUT049,1358.2
NCG54,OUT013,1278.3
FDO13,OUT046,1787
FDA09,OUT027,7939.6
FDC38,OUT017,1192.4
NCO42,OUT046,2524
FDL45,OUT049,3486.1
NCK31,OUT013,607.87
FDM39,OUT017,4477.5
FDC22,OUT010,975.39
FDF46,OUT046,671.12
FDQ37,OUT045,4649.9
FDH41,OUT010,225.04
FDQ04,OUT046,1480
NCQ02,OUT027,6261.8
FDJ57,OUT027,7510.2
NCE07,OUT049,602.54
FDE56,OUT013,2291
FDI20,OUT049,5909.6
FDK36,OUT018,631.84
FDP08,OUT027,5752.5
FDF44,OUT017,2348.9
NCU53,OUT017,2886.2
FDF47,OUT035,897.49
FDS55,OUT010,449.41
FDZ52,OUT010,347.54
FDL04,OUT018,1704.4
NCM26,OUT035,3981.4
FDX43,OUT049,1794.3
FDP52,OUT049,5742.5
DRK49,OUT045,1380.8
FDE38,OUT013,2840.9
DRF13,OUT035,3628.6
FDK41,OUT010,285.62
FDJ04,OUT027,1621.8
FDZ44,OUT018,3115.9
FDS11,OUT013,3131.9
FDA55,OUT049,5369
NCW53,OUT046,3848.3
FDB49,OUT027,2956.1
FDD23,OUT017,3630.6
NCV42,OUT045,1547.3
NCZ29,OUT018,1265
FDQ26,OUT013,2073.9
FDV08,OUT017,864.2
FDC53,OUT049,689.76
FDV58,OUT010,195.74
NCP02,OUT019,165.78
DRI37,OUT045,1288.9
FDQ12,OUT049,6622.7
FDE33,OUT046,1531.3
FDX27,OUT045,1272.3
FDM22,OUT017,1597.9
NCH30,OUT019,575.91
FDC04,OUT017,2900.2
FDO38,OUT046,792.3
FDV52,OUT027,1621.8
FDB32,OUT013,3089.3
FDV43,OUT018,1069.2
FDI24,OUT018,2822.9
FDR40,OUT017,2255.7
FDW02,OUT049,2956.1
FDE44,OUT049,2492.7
FDL38,OUT046,1338.2
NCT54,OUT010,98.538
DRJ39,OUT010,423.44
FDW55,OUT049,3735.1
DRF13,OUT019,143.81
NCW17,OUT049,2856.2
FDP13,OUT035,918.8
FDS08,OUT018,1379.5
NCP17,OUT035,1857.5
NCO53,OUT035,3259.7
FDH19,OUT045,521.32
FDJ04,OUT017,3475.4
FDG10,OUT049,801.62
FDA40,OUT010,162.45
FDI53,OUT045,4586
FDU09,OUT010,226.37
FDK60,OUT045,1069.2
FDR43,OUT017,1318.2
FDW22,OUT017,3599.3
DRP47,OUT010,913.47
DRG48,OUT010,453.4
FDA14,OUT035,1717.7
FDU49,OUT013,703.08
FDK28,OUT045,5410.9
FDT19,OUT046,6231.8
NCQ42,OUT045,1108.5
FDD03,OUT045,1864.2
NCM53,OUT013,1901.5
NCX53,OUT045,2360.9
FDV14,OUT027,1747.7
NCZ54,OUT017,7148
FDB39,OUT013,2597.2
DRC24,OUT046,1402.1
FDY36,OUT013,1171.8
FDN01,OUT035,1235
DRH25,OUT046,607.87
FDV08,OUT046,1362.2
NCP53,OUT049,4278.4
FDU52,OUT010,453.4
NCI42,OUT045,3125.9
FDZ14,OUT035,2157.1
FDF11,OUT046,1442.1
FDQ13,OUT018,1510
FDO32,OUT010,186.42
DRJ37,OUT018,2580.6
FDY43,OUT046,3238.4
NCT41,OUT017,3795
NCV17,OUT045,2360.9
FDM04,OUT027,1597.9
DRB48,OUT018,1296.3
FDM24,OUT013,3563.3
FDT37,OUT049,5285.1
NCO05,OUT010,595.22
FDL13,OUT046,3635.2
FDL15,OUT017,2947.4
FDB11,OUT018,1747
FDL14,OUT019,306.26
FDY10,OUT019,575.91
FDJ40,OUT049,1960.7
NCW18,OUT046,4266.4
NCY06,OUT013,1038.6
DRE13,OUT018,1039.9
FDA26,OUT045,3685.8
NCE19,OUT010,311.59
FDE33,OUT035,1772.3
DRL59,OUT027,607.87
FDY07,OUT046,615.19
FDF57,OUT018,1050.6
FDM58,OUT035,2125.2
FDP26,OUT027,2956.1
FDY32,OUT046,4586
FDD51,OUT010,47.937
